Requirement_ID,Requirement_Text,Source,Section,Domain
REQ_00514,"3.13.8.2 Determination of the supervised targets  3.13.8.2.1 The on -board shall continuously supervise a list of targets, which may include the  following types of target:  a) the locations corresponding to a speed decrease of the MRSP (if any), which are in  advance of the max safe front end of the train  b) the Limit of Authority (LOA)  c) the End of Authority (EOA) and the Supervised Location (SvL)  d) the locati on deduced from the maximum permitted distance to run in Staff  Responsible, with a target speed zero  3.13.8.2.1.1 Note: depending on the information received from trackside and the position of the  train, the list of supervised targets may be empty.",SUBSET-026-3 v360.pdf,,
REQ_00515,3.13.8.2.2 The list of supervis ed targets shall be re -evaluated when any of the elements it is built  of is changed (e.g.,SUBSET-026-3 v360.pdf,,
REQ_00516,3.13.8.2.3 A target corresponding to a speed decrease of the MRSP shall be removed from the  list of supervised targets when the max safe front end of the train has passed the  target location.,SUBSET-026-3 v360.pdf,,
REQ_00517,"3.13.8.3 Emergency Brake Deceleration curves (EBD)  3.13.8.3.1 If a target belongs to the MRSP or is an LOA, the on -board shall calculate an EBD  curve based on the safe deceleration A_safe(V,d) , that crosses the ceiling speed EBI  supervision limit (see 3.13.9.2) at the target location , and that extends up to the  location where the target speed is reached (EBD foot).",SUBSET-026-3 v360.pdf,,
REQ_00518,"ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 114/204     Speed  Distance  Permitted  EBI   Ceiling speed limits  EBD  reference   EBD curve   target location  Target speed  (from MRSP  or LoA)    EBD   foot     Figure 40: Calculation of the EBD curve with regards to MRSP or LOA target  3.13.8.3.2 If a target is an SvL, the on -board shall calculate an Emergency Brake Deceleration  (EBD) curve based on the safe deceleration A_safe(V,d) and that reaches zero speed  at the SvL.",SUBSET-026-3 v360.pdf,,
REQ_00519,"3.13.8.3.3 If a target is the location at the end of the maximum permitted distance to run in Staff  Responsible, the on -board shall calculate an Emergency Brake Deceleration (EBD)  curve based on the safe deceleration A_safe(V,d) and that reaches zero speed at this  staff responsible end location.",SUBSET-026-3 v360.pdf,,
REQ_00520,"Speed  Distance  EBD  reference   EBD curve   SvL or  Location from max  SR distance  EBD  foot  =    Figure 41: Calculation of the EBD curve with regards to SvL or SR distance  3.13.8.4 Service Brake Deceleration curves (SBD)  ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 115/204    3.13.8.4.1 If a target is an EOA, the on -board shall calculate an Service Brake Deceleration  (SBD) curve based on the expected deceleration A_expected(V,d) and th at reaches  zero speed at this EOA location.",SUBSET-026-3 v360.pdf,,
REQ_00521,"3.13.8.5.2 If the National Value does not inhibit them, the on -board shall calculate a guidance  curve (GUI) for each supervised target, based on the normal service brake  deceleration A_normal_service(V,d).",SUBSET-026-3 v360.pdf,,
REQ_00522,"the location where  the GUI speed is equal to the target speed) shall be:  a) the target location, in case of EOA/SvL  b) the location defined in 3.13.9.3.5.9, for others targets  3.13.9 Supervision limits  3.13.9.1 Overview  3.13.9.1.1 In this chapter the following supervision limits are defined:   Emergency brake intervention (EBI)   Service brake intervention (SBI)   Warning (W)   Permitted speed (P)   Indication (I)  ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 116/204     Release speed monitoring start location  3.13.9.1.2 The purpose of the emergency brake intervention supervision limit is to assure that the  train will remain within the various limits (in distance/speed) imposed by the trackside.",SUBSET-026-3 v360.pdf,,
REQ_00523,"Speed  distance  dV_ebi  dV_sbi  dV_warning  EBI  SBI  W  P = VMRSP (or LOA  speed)    Figure 43: Ceiling supervision limits  3.13.9.2.3 For dv_ebi, the following formula shall be applied:  when  minebiMRSP VV  :    maxminmin ,min ebiebiMRSPebiebiebi dVVVCdVdV    with     minmax minmax ebiebi ebiebi ebi VV dVdVC     when  minebiMRSP VV  : minebiebi dVdV      ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 117/204      V_ebi_min 0 V_ebi_max  dV_ebi_min  V_MRSP/ LOA speed  dV_ebi  dV_ebi_max    Figure 44: Definition of dV_ebi  3.13.9.2.4 dV_ebi_min, dV_ebi_max, V_ebi_min and V_ebi_max are defined as fixed values (See  Appendix A.3.1)  3.13.9.2.5 For dV_sbi, the same formula as for dV_ebi shall apply, dV_sbi_min, dV_sbi_max,  V_sbi_min and V_sbi_max being also defined as fixed values (See Appendix A.3.1)  3.13.9.2.6 For dV_warning, the same formula as for dV_ebi shall apply, dV_warning_min,  dV_warning_max, V_warning_min and V_warning_max being also defined as fixed  values (See Appendix A.3.1)  3.13.9.2.7 For LOA, the same formulas shall apply, by substituting V_MRSP with the LOA speed.",SUBSET-026-3 v360.pdf,,
REQ_00524,"3.13.9.3.2 EBI supervision limit  3.13.9.3.2.1 If not inhibited by National Value, the ERTMS/ETCS on -board equipment shall  compensate the inaccuracy of the speed measurement by taking into account  the  ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 119/204    speed under reading amount (V_ura)  at the moment when the calculation is made :  V_delta0 = V_ura (see Figure 45).",SUBSET-026-3 v360.pdf,,
REQ_00525,3.13.9.3.2.2 The time elapsed between the Emergency brake intervention and the full application  of the braking effort is reached (EBD) shall be split into two parts:  a) Time during which the traction effort is still present: T_traction  b) Remaining time during which the traction effort is not present: T_berem  3.13.9.3.2.3 The traction time (T_Traction) shall be defined as follows:  a) when the traction cut-off is implemented:  T_traction = MAX((T_traction_cut_off - (T_warning + T_bs2)) ; 0).,SUBSET-026-3 v360.pdf,,
REQ_00526,3.13.9.3.2.6 The remaining time with no traction (T_berem) shall be equal to MAX(T_be -  T_traction ; 0).,SUBSET-026-3 v360.pdf,,
REQ_00527,"3.13.9.3.2.8 During T_traction, the estimated acceleration (A_est1) shall be the one measured at  the moment when the calculation is made, but limited to positive or null values.",SUBSET-026-3 v360.pdf,,
REQ_00528,"3.13.9.3.2.9 If T_be > T_traction, the estimated accelerat ion during T_berem (A_est2) shall be  the one measured at the moment when the calculation is made, but limited to values  between 0 and +0.4m/s2.",SUBSET-026-3 v360.pdf,,
REQ_00529,"3.13.9.3.2.10 The compensated speed and the distance travelled during the time elapsed  between the Emergency brake intervention and the full application of the braking effort  is reached shall be derived as follows (see Figure 45):    2arg10 ),(max deltaettdeltadeltaestbec VVVVVV      berem delta ettdeltadeltaest tractionett delta deltaestbec TVVVVV TVVVVD           2),(max ),2(max 2 arg10 arg 1 0   ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 120/204    with  uradelta VV 0  or  00 deltaV  (if compensation of s peed inaccuracy is inhibited by  National Value)  with  tractionestdelta TAV  11  and  beremestdelta TAV  22   3.13.9.3.2.11 Note: The formula avoids that V_bec is lower than V_target.",SUBSET-026-3 v360.pdf,,
REQ_00530,"3.13.9.3.2.12 For the estimated speed V_est, the location of the EBI supervision limit shall be:      becbecEBDestEBI DVdVd    3.13.9.3.3 SBI supervision limit  3.13.9.3.3.1 For the EOA, the on -board shall calculate the location of the SBI supervision limit  (SBI1) valid for the estimated speed, assuming that this latter remains constant during  the interval T_bs1, until the SBD curve is reached.",SUBSET-026-3 v360.pdf,,
REQ_00531,"    11 bsestestSBDestSBI TVVdVd    3.13.9.3.3.2 For an EBD based target, the on -board shall calculate the location of the SBI  supervision limit (SBI2) valid for the estimated speed, assuming that this latter remains  constant during the interval T_bs2, until the location of the EBI supervision limit is  reached.",SUBSET-026-3 v360.pdf,,
REQ_00532,"    22 bsestestEBIestSBI TVVdVd    3.13.9.3.3.3 If the service brake command is available for use and the service brake feedback is  not available for use, T_bs1 and T_bs2 shall be equal to T_bs.",SUBSET-026-3 v360.pdf,,
REQ_00533,"3.13.9.3.3.4 If both the service brake command and the servi ce brake feedback are available for  use, T_bs1 and T_bs2 shall by default be set to T_bs.",SUBSET-026-3 v360.pdf,,
REQ_00534,"When the service brake is used  by the driver  in target speed monitoring or release speed monitoring , they shall be  reduced and possibly locked to the respective fixed  values of 0s and T_bs2_locked,  until the ceiling speed monitoring is entered; they are then reset to T_bs ( refer to   detailed algorithm in Appendix A.3.10).",SUBSET-026-3 v360.pdf,,
REQ_00535,3.13.9.3.3.4.1 In case T_bs < T_bs2_locked then T_bs2 shall be equal to T_bs2_locked.,SUBSET-026-3 v360.pdf,,
REQ_00536,"3.13.9.3.3.5 If the service brake command is not available for use, T_bs1 and T_bs2 shall be set  to zero.",SUBSET-026-3 v360.pdf,,
REQ_00537,"3.13.9.3.3.7 For display purpose only, the SBI1 speed for the estimated train f ront end, shall be  calculated as follows (see Figure 47):   11 )( bsestestfrontSBDestfrontSBI TVdVdV    ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 121/204    0)(1 estfrontSBI dV  if  EoAbsestestfront dTVd  1     SBD curve speed  Vest  SBI1  Vest.Tbs1  P  distance EOA destfront  SBI1    Figure 47: Calculation of SBI1 speed displayed to the driver  3.13.9.3.3.8 For display purpose only, the SBI2 speed for the max safe front end of the train  shall be calculated as follows (see Figure 48):          ettsbiettdeltadeltadeltabebsestsafefrontEBD safefrontSBI VdVVVVVDTVdV dV display argarg2102max max2 ,max )(      ettsbiettsafefrontSBI VdVVdV argargmax2 )(   if  )( arg2max ettEBDbebsestsafefront VdDTVd display    With V_delta0, V_delta1 and V_delta2 calculated according to 3.13.9.3.2.10  With  berem delta deltadeltaesttraction delta deltaestbe TVVVVTVVVD display       2)2( 2 10 1 0   ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 122/204      displaybeD   EBD curve  EBI  speed  Vest  SBI2  Tbs2.Vest  Vbec  SBI2  dmaxsafefront  P  Vdelta0+V delta1+ Vdelta2  distance    Figure 48: Calculation of SBI2 speed displayed to the driver  3.13.9.3.3.8.1 Note: the re -use o f the same distance travelled and speed increase between the  SBI2 supervision limit and the EBD, as for the estimated speed (see Figure 48), leads  to an overestimation/underestimation of the SBI2 speed to be displayed to the drive r.",SUBSET-026-3 v360.pdf,,
REQ_00538,"3.13.9.3.4 Warning supervision limit (W)  3.13.9.3.4.1 The on-board shall calculate the location of the Warning supervision limit valid for  the estimated speed, assuming that this latter remains constant during the interval  T_warning until the location of the SBI1 (for the EOA) or the SBI2 (for an EBD based  target) supervision limit is reached.",SUBSET-026-3 v360.pdf,,
REQ_00539,"3.13.9.3.5 Permitted speed supervision limit (P)  ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 123/204    3.13.9.3.5.1 In case the calculation of the GUI curve is inhib ited, the on-board shall calculate the  location of the Permitted speed supervision limit valid for the estimated speed,  assuming that this latter remains constant during the interval T_driver until the location  of the SBI1 (for the EOA) or the SBI2 (for an  EBD based target)  supervision limit is  reached.",SUBSET-026-3 v360.pdf,,
REQ_00540,"3.13.9.3.5.4 In case the calculation of the Guidance curve is enabled, the on -board shall  calculate the location of the Permitted speed supervision limit valid for the estimated  speed, as follows:    )(,)(min)( 1 estGUIdriverestestSBIestP VdTVVdVd    for the EOA     )(,)(min)( 2 estGUIdriverestestSBIestP VdTVVdVd   for an EBD based target  3.13.9.3.5.5 In case the calculation of the GUI curve is inhibited, for display purpose only, the P  speed related to SBD shall be calculated for the estimated train front end as follows:   )()( 1bsdriverestestfrontSBD EOA estfrontP TTVdVdV    0)(  EOA estfrontP dV  if  EoAbsdriverestestfront dTTVd  )( 1   3.13.9.3.5.6 In case the calculation of the GUI curve is enabled, for display purpose only, the P  speed related to SBD shall be calculated for the estimated train front end as follows:             EOA estfrontGUIbsdriverestestfrontSBD EOA estfrontP dVTTVdVdV ,)(min)( 1   0)(  EOA estfrontP dV  if  EoAbsdriverestestfront dTTVd  )( 1   3.13.9.3.5.7 In case the calculation of the GUI curve is inhibited, for display purpose only, the P  speed related to EBD, shall be calculated for the max safe front end of the train as  follows (see Figure 49):  ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 124/204         ettdeltadeltadeltabebsdriverestsafefrontEBD etTEBD safefrontP VVVVDTTVdV dV display arg2102max arg_ max ,)(max )(     ett etTEBD safefrontP VdV arg arg_ max )(   if  )()( arg2max ettEBDbebsdriverestsafefront VdDTTVd display    With V_delta0, V_delta1 and V_delta2 calculated according to 3.13.9.3.2.10  With  berem delta deltadeltaesttraction delta deltaestbe TVVVVTVVVD display       2)2( 2 10 1 0       displaybeD   EBD curve  EBI  speed  Vest  (Tdriver+Tbs2).Vest  Vbec  dmaxsafefront  P  Vdelta0+Vdelta1+Vdelta2  distance  P    Figure 49: Calculation of Permitted speed displayed to the driver  3.13.9.3.5.7.1 Note: the re -use of the same distance travelled and speed increase between the  Permitted speed supervision limit and the EBD, as for the estimated speed (see Figure  49), leads to an overestimation/underestimation of the Permitted speed to be displayed  to the driver.",SUBSET-026-3 v360.pdf,,
