Requirement_ID,Requirement_Text,Source,Section,Domain,Suggested_Category,Final_Category
REQ_00463,"3.13.2.3.7.11 The speed dependent correction factor, Kv_int(V), shall be given as a step function.",SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00464,3.13.2.3.7.11.1 It shall be possible to define up to five steps for Kv_int(V).,SUBSET-026-3 v360.pdf,,,Review,Review
REQ_00466,"3.13.2.3.7.11.4 The set of Kv_int for conventional passenger trains shall be divided into two sub sets Kv_int_x_a and Kv_int_x_b, with identical speed limits V1, V2, ....",SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00467,"3.13.2.3.7.11.5 Subset Kv_int_x_a shall be applicable for maximum emergency brake deceleration lower or equal to a deceleration limit, defined as a National Value.",SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00468,"3.13.2.3.7.11.6 Subset Kv_int_x_b shall be applicable for maximum emergency b rake deceleration greater or equal to a deceleration limit, defined as a National Value.",SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00469,"3.13.2.3.7.12 The train length dependent correction factor, Kr_int(l), shall be given as a step function.",SUBSET-026-3 v360.pdf,,,Review,Review
REQ_00470,3.13.2.3.7.12.1 It shall be possible to define up to five steps for Kr_int(l).,SUBSET-026-3 v360.pdf,,,Review,Review
REQ_00472,3.13.2.3.7.14 The correction factor for brake build up time (Kt_int) shall be a single parameter.,SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00474,pre -programmed deceleration profiles and brake build up times) shall be used by the speed and distance monitoring function.,SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00475,3.13.3.3 Brake percentage conversion model 3.13.3.3.1 Input parameters 3.13.3.3.1.1 The input for the model shall be the brake percentage of the train as defined in 3.13.2.2.5.,SUBSET-026-3 v360.pdf,,,Operational,Operational
REQ_00476,3.13.3.3.2 Calculation of the basic deceleration 3.13.3.3.2.1 The basic deceleration A_basic(V) shall be given as a step function of the speed using the algorithm defined in Appendix A.3.7.,SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00477,"3.13.3.3.3 Output parameters 3.13.3.3.3.1 The output of the brake percentage conversion model shall consist of two sp eed dependent deceleration brake models, A_brake_emergency(V) for the emergency brake and A_brake_service(V) for the service brake.",SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00478,"3.13.3.4 Brake position conversion model 3.13.3.4.1 Input parameters 3.13.3.4.1.1 The input for the model shall consist of the brake position of the train as defined in 3.13.2.2.4, the train length and the target speed.",SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00479,3.13.3.4.2 Calculation of the emergency brake equivalent time 3.13.3.4.2.1 The equivalent brake build up time for the emergency brake shall be determined as specified in Appendix A.3.8.,SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00480,3.13.3.4.3 Calculation of the full service brake equivalent time 3.13.3.4.3.1 The equivalent brake build up time for the full service brake shall be determined as specified in Appendix A.3.9.,SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00483,"3.13.4.1.3 For all loca tions not covered by the gradient profile, the on -board shall consider the gradient value as: a) the default gradient for TSR, if available and if the concerned target is due to a TSR b) zero, for other cases.",SUBSET-026-3 v360.pdf,,,Review,Performance
REQ_00487,"3.13.5.2 If the status of a special brake i s “not active”, all locations shall be considered without the contribution of this special brake.",SUBSET-026-3 v360.pdf,,,Review,Safety
REQ_00488,"3.13.5.3 From the adhesion profile given by trackside, the on-board shall consider locations with reduced adhesion conditions over a distance going from the start location of the profile to the location derived by adding the train length to the end location of the profile.",SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00489,"3.13.5.4 When slippery rail is selected by th e driver, all locations shall be considered with reduced adhesion conditions.",SUBSET-026-3 v360.pdf,,,Operational,Operational
REQ_00490,"3.13.5.5 The speed and distance monitoring shall use, as resulting reduced adhesion conditions, the most restrictive value of the adhesion conditions selected by the driver and the adhesion conditions calculated from the trackside profile.",SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00491,"This means that for the calculation of the safe deceleration, all necessary track and train characteristics shall be taken into account.",SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00492,"A_gradient(d) (see 3.13.4) c) The locations with reduced adhesion conditions (see 3.13.5) d) The National Values for reduced adhesion condition (see 3.13.2.3.7.7) e) The locations with out special brake contribution (see 3.13.5), only if the speed dependent deceleration mo del(s) for the emergency brake are acquired as part of Train Data f) The rolling stock correction factors K dry_rst(V, EBCL ) and K wet_rst(V) (see 3.13.2.2.9.1), only if the speed dependent deceleration model(s) for the emergency brake are acquired as part of Train Data g) The National Values for confidence level on emergency brake safe deceleration and for the available wheel/rail adhesion (see 3.13.2.3.7.5 & 3.13.2.3.7.6), only if the speed dependent deceleration model(s) for the emergency brake are acquired as part of Train Data h) The integrated correction factors Kv_in t(V) (with the two pivot deceleration values for passenger trains) and Kr_int(l) (see 3.13.2.3.7), only if the conversion model is used i) The brake position (see 3.13.2.2.4) j) The acquired train length L_TRAIN (see 3.13.2.2.11), only if the conversion model is used 3.13.6.2.1.3 A_safe(V,d) shall be equal to: For locations with normal adhesion conditions and for locations with reduced adhesion conditions when A_MAXREDADH does not limit to a maximum value the speed dependent deceleration for the emergency brake: A_safe(V,d) = A_brake_safe(V,d) + A_gradient(d) For locations with reduced adhesion conditions when A_MAXREDADH limits to a maximum value the speed dependent deceleration for the emergency brake: A_safe(V,d) = MIN(A_brake_safe(V,d) , A_MAXREDADH) + A_gradient(d) 3.13.6.2.1.4 A_brake_safe(V,d) shall be the safe emergency brake deceleration.",SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00494,"A_brake_emergency(V,d) shall be equal to: A_brake_emergency1(V) when destfront ≤ d ≤ d1 A_brake_emergency2(V) when d1 < d ≤ d2 A_brake_emergency3(V) when d2 < d ≤ d3 ....",SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00497,"3.13.6.2.1.8 Kv_int(V) shall be the integrated correction factor applicable for the train, selected according to the brake position.",SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00500,"This means that for the calculation of the safe brake build up time, all necessary track and train characteristics shall be taken into account.",SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00502,"A_gradient(d) (see 3.13.4) c) The locations without special brake contribution (see 3.13.5) 3.13.6.3.1.3 A_expected(V,d) shall be equal to: A_expected(V,d) = A_brake_service(V,d) +A_gradient(d) 3.13.6.3.1.4 A_brake_service(V,d) shall be the full deceleration of the service brake as a function of the speed, of the locations with change of special brake(s) contribution encountered between the train front and the foot of the SBD curve .",SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00503,"A_brake_service(V,d) shall be equal to: A_brake_service1(V) when destfront ≤ d ≤ d1 A_brake_service2(V) when d1 < d ≤ d2 A_brake_service3(V) when d2 < d ≤ d3 ....",SUBSET-026-3 v360.pdf,,,Review,Safety
REQ_00505,"A_gradient(d) (see 3.13.4) d) The brake position (see 3.13.2.2.4) e) The on-board correction factors Kn+(V) and Kn-(V) (see 3.13.2.2.9.2) f) The locations without special brake contribution (see 3.13.5) 3.13.6.4.3 The normal service brake deceleration shall be equal to: For positive gradient values (uphill): A_normal_service(V,d) = A_brake_normal_service(V,d) + A_gradient(d) – Kn+(V)*grad/1000 For negative gradient values (downhill): A_normal_service(V,d) = A_brake_normal_service(V,d) + A_gradient(d) – Kn-(V)*grad/1000 Where grad = gradient values in ‰ (positive = uphill) 3.13.6.4.4 A_brake_normal_service(V,d) shall be the normal deceleration of the service brake as a function of the speed, of the locations with change of special brake(s) contribution encountered between the train front and the foot of the GUI curve .",SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00506,"A_brake_normal_service(V,d) shall be equal to: A_brake_normal_service1(V) when destfront ≤ d ≤ d1 A_brake_normal_service2(V) when d1 < d ≤ d2 A_brake_normal_service3(V) when d2 < d ≤ d3 ....",SUBSET-026-3 v360.pdf,,,Review,Safety
REQ_00507,3.13.7 Determination of Most Restrictive Speed Profile (MRSP) 3.13.7.1 The Most Restrictive Speed Profile (MRSP) is a description of the most restrictive speed restrictions the train shall obey on a given piece of track.,SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00508,"3.13.7.2 The Most Restrictive Speed Profile shall be computed from all speed restrictions (see 3.13.2.2.13 & 3.13.2.3.2) by selecting the most restrictive parts of each element, some elements being compensated by the train length if requested by trackside (see 3.11.3.1.3 for SSP, 3.11.4.6 for ASP and 3.11.5.3 for TSR).",SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00510,"3.13.8 Determination of targets and brake deceleration curves 3.13.8.1 Introduction 3.13.8.1.1 A target is defined by a target location and a target speed, to which the train must decelerate before reaching the target location.",SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00511,"3.13.8.1.2 For that purpose, the on -board equipment shall use brake deceleration curves related to the supervised targets, from the deceleration values as specified in sections 3.13.6.2.1, 3.13.6.3.1and 3.13.6.4.",SUBSET-026-3 v360.pdf,,,Review,Safety
REQ_00512,"3.13.8.1.3 These deceleration values being speed and distance dependent, a brake deceleration curve shall be calculated piecewise, i.e.",SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00515,3.13.8.2.2 The list of supervis ed targets shall be re -evaluated when any of the elements it is built of is changed (e.g.,SUBSET-026-3 v360.pdf,,,Review,Review
REQ_00516,3.13.8.2.3 A target corresponding to a speed decrease of the MRSP shall be removed from the list of supervised targets when the max safe front end of the train has passed the target location.,SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00517,"3.13.8.3 Emergency Brake Deceleration curves (EBD) 3.13.8.3.1 If a target belongs to the MRSP or is an LOA, the on -board shall calculate an EBD curve based on the safe deceleration A_safe(V,d) , that crosses the ceiling speed EBI supervision limit (see 3.13.9.2) at the target location , and that extends up to the location where the target speed is reached (EBD foot).",SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00519,"3.13.8.3.3 If a target is the location at the end of the maximum permitted distance to run in Staff Responsible, the on -board shall calculate an Emergency Brake Deceleration (EBD) curve based on the safe deceleration A_safe(V,d) and that reaches zero speed at this staff responsible end location.",SUBSET-026-3 v360.pdf,,,Safety,Safety
